Id,Expression,Answer
14764,900-5,895
14765,56-603,-547
14766,192-989,-797
14767,310-285,25
14768,777-259,518
14769,793-212,581
14770,388-993,-605
14771,83-850,-767
14772,542-756,-214
14773,474-910,-436
14774,293-326,-33
14775,819-730,89
14776,732-54,678
14777,767-817,-50
14778,164-631,-467
14779,825-66,759
14780,370-57,313
14781,221-407,-186
14782,373-658,-285
14783,104-984,-880
14784,723-251,472
14785,242-49,193
14786,90-662,-572
14787,7-952,-945
14788,124-989,-865
14789,987-572,415
14790,427-233,194
14791,662-721,-59
14792,442-498,-56
14793,763-186,577
14794,163-328,-165
14795,252-40,212
14796,281-69,212
14797,573-308,265
14798,893-156,737
14799,337-170,167
14800,481-97,384
14801,926-746,180
14802,848-483,365
14803,792-354,438
14804,385-301,84
14805,257-746,-489
14806,599-696,-97
14807,689-810,-121
14808,373-417,-44
14809,950-220,730
14810,953-335,618
14811,653-320,333
14812,385-520,-135
14813,147-642,-495
14814,295-499,-204
14815,976-245,731
14816,570-110,460
14817,205-220,-15
14818,419-355,64
14819,141-223,-82
14820,438-720,-282
14821,384-549,-165
14822,783-560,223
14823,587-634,-47
14824,663-749,-86
14825,542-64,478
14826,418-58,360
14827,206-896,-690
14828,325-488,-163
14829,585-345,240
14830,392-270,122
14831,403-332,71
14832,844-47,797
14833,622-24,598
14834,334-318,16
14835,867-777,90
14836,308-306,2
14837,316-629,-313
14838,983-756,227
14839,297-531,-234
14840,997-428,569
14841,963-316,647
14842,411-568,-157
14843,159-484,-325
14844,115-470,-355
14845,783-684,99
14846,828-757,71
14847,831-603,228
14848,721-380,341
14849,330-263,67
14850,796-982,-186
14851,942-985,-43
14852,290-873,-583
14853,181-447,-266
14854,489-321,168
14855,611-477,134
14856,123-690,-567
14857,662-835,-173
14858,469-636,-167
14859,596-938,-342
14860,350-603,-253
14861,953-490,463
14862,42-281,-239
14863,875-861,14
14864,928-715,213
14865,565-485,80
14866,928-167,761
14867,847-157,690
14868,400-98,302
14869,976-445,531
14870,281-15,266
14871,188-997,-809
14872,827-550,277
14873,935-630,305
14874,322-767,-445
14875,227-345,-118
14876,38-54,-16
14877,360-528,-168
14878,232-675,-443
14879,9-762,-753
14880,0-611,-611
14881,421-469,-48
14882,842-735,107
14883,106-151,-45
14884,80-370,-290
14885,936-881,55
14886,482-809,-327
14887,814-312,502
14888,846-324,522
14889,872-900,-28
14890,779-87,692
14891,381-492,-111
14892,437-347,90
14893,349-427,-78
14894,106-630,-524
14895,843-201,642
14896,633-81,552
14897,636-602,34
14898,126-930,-804
14899,521-460,61
14900,495-603,-108
14901,413-11,402
14902,301-408,-107
14903,720-754,-34
14904,285-803,-518
14905,420-728,-308
14906,390-831,-441
14907,443-370,73
14908,980-775,205
14909,599-716,-117
14910,267-469,-202
14911,722-443,279
14912,46-874,-828
14913,168-453,-285
14914,73-499,-426
14915,839-841,-2
14916,194-316,-122
14917,88-795,-707
14918,538-259,279
14919,28-221,-193
14920,45-767,-722
14921,864-199,665
14922,868-128,740
14923,109-537,-428
14924,912-827,85
14925,646-739,-93
14926,788-159,629
14927,319-435,-116
14928,205-48,157
14929,608-417,191
14930,599-275,324
14931,965-904,61
14932,574-583,-9
14933,595-769,-174
14934,229-587,-358
14935,265-95,170
14936,66-468,-402
14937,773-974,-201
14938,831-230,601
14939,935-667,268
14940,409-178,231
14941,957-41,916
14942,855-794,61
14943,635-853,-218
14944,309-13,296
14945,221-417,-196
14946,623-187,436
14947,306-631,-325
14948,343-162,181
14949,659-889,-230
14950,447-590,-143
14951,537-658,-121
14952,184-975,-791
14953,665-279,386
14954,305-196,109
14955,347-605,-258
14956,32-397,-365
14957,611-574,37
14958,948-99,849
14959,967-24,943
14960,927-895,32
14961,602-299,303
14962,553-517,36
14963,851-168,683
14964,668-808,-140
14965,830-332,498
14966,383-191,192
14967,68-360,-292
14968,794-616,178
14969,935-570,365
14970,686-39,647
14971,227-963,-736
14972,507-398,109
14973,252-152,100
14974,840-426,414
14975,113-717,-604
14976,291-498,-207
14977,19-736,-717
14978,735-424,311
14979,395-580,-185
14980,514-710,-196
14981,970-566,404
14982,649-69,580
14983,164-814,-650
14984,513-710,-197
14985,92-960,-868
14986,490-430,60
14987,630-462,168
14988,695-39,656
14989,618-873,-255
14990,778-693,85
14991,529-130,399
14992,252-295,-43
14993,905-949,-44
14994,276-243,33
14995,187-457,-270
14996,918-283,635
14997,750-679,71
14998,902-273,629
14999,80-97,-17
15000,163-194,-31
15001,532-250,282
15002,145-839,-694
15003,431-669,-238
15004,616-172,444
15005,93-713,-620
15006,937-779,158
15007,426-470,-44
15008,853-223,630
15009,865-378,487
15010,576-941,-365
15011,761-243,518
15012,322-783,-461
15013,851-553,298
15014,69-933,-864
15015,424-943,-519
15016,693-988,-295
15017,249-719,-470
15018,504-462,42
15019,937-673,264
15020,658-247,411
15021,139-331,-192
15022,453-863,-410
15023,750-174,576
15024,555-852,-297
15025,847-520,327
15026,57-997,-940
15027,462-485,-23
15028,860-101,759
15029,222-446,-224
15030,553-355,198
15031,47-674,-627
15032,374-349,25
15033,508-560,-52
15034,534-528,6
15035,501-612,-111
15036,437-852,-415
15037,543-778,-235
15038,316-524,-208
15039,283-233,50
15040,111-616,-505
15041,310-777,-467
15042,697-947,-250
15043,941-479,462
15044,254-618,-364
15045,571-642,-71
15046,416-242,174
15047,891-906,-15
15048,916-545,371
15049,798-71,727
15050,517-354,163
15051,594-678,-84
15052,667-105,562
15053,846-953,-107
15054,179-937,-758
15055,983-949,34
15056,492-729,-237
15057,569-800,-231
15058,28-184,-156
15059,56-225,-169
15060,711-566,145
15061,248-320,-72
15062,969-64,905
15063,9-823,-814
15064,448-979,-531
15065,77-535,-458
15066,522-642,-120
15067,379-429,-50
15068,696-47,649
15069,603-473,130
15070,904-487,417
15071,460-992,-532
15072,626-415,211
15073,136-195,-59
15074,130-227,-97
15075,183-962,-779
15076,258-522,-264
15077,83-234,-151
15078,961-997,-36
15079,5-24,-19
15080,861-264,597
15081,201-835,-634
15082,459-340,119
15083,938-565,373
15084,691-100,591
15085,671-197,474
15086,159-644,-485
15087,867-290,577
15088,626-279,347
15089,325-419,-94
15090,652-263,389
15091,405-173,232
15092,105-655,-550
15093,632-421,211
15094,10-327,-317
15095,429-402,27
15096,590-818,-228
15097,644-260,384
15098,541-826,-285
15099,102-289,-187
15100,88-406,-318
15101,389-977,-588
15102,402-347,55
15103,622-870,-248
15104,113-911,-798
15105,135-285,-150
15106,548-101,447
15107,610-758,-148
15108,237-781,-544
15109,304-54,250
15110,156-579,-423
15111,231-342,-111
15112,15-780,-765
15113,585-643,-58
15114,5-237,-232
15115,739-118,621
15116,662-16,646
15117,489-812,-323
15118,886-853,33
15119,409-473,-64
15120,540-815,-275
15121,599-451,148
15122,931-789,142
15123,159-566,-407
15124,807-401,406
15125,7-45,-38
15126,740-304,436
15127,566-859,-293
15128,256-574,-318
15129,366-640,-274
15130,196-422,-226
15131,842-343,499
15132,511-895,-384
15133,685-798,-113
15134,805-438,367
15135,6-451,-445
15136,634-798,-164
15137,744-308,436
15138,273-271,2
15139,147-984,-837
15140,745-395,350
15141,613-113,500
15142,923-873,50
15143,704-724,-20
15144,338-446,-108
15145,422-40,382
15146,890-358,532
15147,881-920,-39
15148,274-993,-719
15149,552-658,-106
15150,330-404,-74
15151,642-569,73
15152,186-478,-292
15153,612-999,-387
15154,832-252,580
15155,989-456,533
15156,743-345,398
15157,263-208,55
15158,600-406,194
15159,684-513,171
15160,146-234,-88
15161,290-57,233
15162,309-722,-413
15163,104-562,-458
15164,179-48,131
15165,524-281,243
15166,843-387,456
15167,2-286,-284
15168,209-262,-53
15169,236-861,-625
15170,21-394,-373
15171,514-246,268
15172,296-583,-287
15173,402-241,161
15174,424-207,217
15175,948-22,926
15176,175-891,-716
15177,107-638,-531
15178,216-512,-296
15179,154-342,-188
15180,639-638,1
15181,145-864,-719
15182,130-744,-614
15183,542-12,530
15184,846-152,694
15185,612-628,-16
15186,905-610,295
15187,239-339,-100
15188,821-757,64
15189,678-99,579
15190,291-339,-48
15191,485-725,-240
15192,908-284,624
15193,696-436,260
15194,371-405,-34
15195,853-176,677
15196,407-317,90
15197,498-907,-409
15198,491-598,-107
15199,163-10,153
15200,928-332,596
15201,172-816,-644
15202,485-447,38
15203,156-165,-9
15204,226-260,-34
15205,148-189,-41
15206,400-838,-438
15207,357-334,23
15208,849-14,835
15209,462-457,5
15210,835-3,832
15211,957-96,861
15212,124-838,-714
15213,41-289,-248
15214,651-672,-21
15215,84-543,-459
15216,538-849,-311
15217,265-673,-408
15218,422-668,-246
15219,202-827,-625
15220,875-868,7
15221,350-111,239
15222,246-671,-425
15223,252-738,-486
15224,533-212,321
15225,635-819,-184
15226,771-467,304
15227,649-138,511
15228,373-569,-196
15229,34-779,-745
15230,7-687,-680
15231,476-926,-450
15232,541-994,-453
15233,758-740,18
15234,494-145,349
15235,135-933,-798
15236,936-995,-59
15237,774-743,31
15238,184-12,172
15239,889-921,-32
15240,113-930,-817
15241,865-120,745
15242,69-861,-792
15243,664-980,-316
15244,560-232,328
15245,98-335,-237
15246,351-974,-623
15247,778-121,657
15248,371-501,-130
15249,130-218,-88
15250,454-684,-230
15251,136-269,-133
15252,231-879,-648
15253,466-625,-159
15254,922-819,103
15255,129-578,-449
15256,281-526,-245
15257,29-252,-223
15258,596-559,37
15259,968-311,657
15260,437-783,-346
15261,924-454,470
15262,981-574,407
15263,568-18,550
15264,515-633,-118
15265,624-602,22
15266,730-165,565
15267,881-415,466
15268,794-846,-52
15269,864-705,159
15270,370-55,315
15271,929-35,894
15272,372-0,372
15273,59-619,-560
15274,320-113,207
15275,602-855,-253
15276,792-895,-103
15277,896-420,476
15278,895-629,266
15279,908-145,763
15280,470-383,87
15281,317-886,-569
15282,298-512,-214
15283,956-247,709
15284,339-604,-265
15285,289-292,-3
15286,307-514,-207
15287,154-995,-841
15288,322-971,-649
15289,811-270,541
15290,181-903,-722
15291,632-33,599
15292,625-549,76
15293,160-178,-18
15294,227-612,-385
15295,770-207,563
15296,148-759,-611
15297,271-401,-130
15298,251-762,-511
15299,66-964,-898
15300,376-347,29
15301,875-745,130
15302,936-867,69
15303,271-671,-400
15304,738-393,345
15305,808-489,319
15306,706-124,582
15307,456-501,-45
15308,942-214,728
15309,155-774,-619
15310,130-639,-509
15311,127-155,-28
15312,787-520,267
15313,101-650,-549
15314,260-990,-730
15315,850-270,580
15316,673-448,225
15317,103-125,-22
15318,81-255,-174
15319,98-744,-646
15320,508-32,476
15321,162-437,-275
15322,703-618,85
15323,545-57,488
15324,758-4,754
15325,102-515,-413
15326,246-99,147
15327,437-376,61
15328,206-70,136
15329,471-532,-61
15330,23-54,-31
15331,357-59,298
15332,71-206,-135
15333,809-92,717
15334,797-908,-111
15335,44-604,-560
15336,606-104,502
15337,3-651,-648
15338,848-998,-150
15339,372-915,-543
15340,929-692,237
15341,604-583,21
15342,251-761,-510
15343,567-950,-383
15344,942-387,555
15345,6-626,-620
15346,61-292,-231
15347,522-571,-49
15348,634-916,-282
15349,575-797,-222
15350,414-479,-65
15351,847-561,286
15352,564-251,313
15353,493-59,434
15354,604-311,293
15355,305-281,24
15356,613-607,6
15357,605-214,391
15358,520-562,-42
15359,199-522,-323
15360,820-692,128
15361,937-582,355
15362,602-444,158
15363,812-996,-184
15364,521-412,109
15365,950-215,735
15366,259-286,-27
15367,239-994,-755
15368,425-13,412
15369,693-954,-261
15370,45-177,-132
15371,673-713,-40
15372,663-421,242
15373,782-926,-144
15374,378-26,352
15375,575-723,-148
15376,147-870,-723
15377,193-763,-570
15378,45-631,-586
15379,583-568,15
15380,583-921,-338
15381,586-96,490
15382,346-167,179
15383,484-657,-173
15384,156-368,-212
15385,698-58,640
15386,27-591,-564
15387,391-657,-266
15388,162-159,3
15389,676-779,-103
15390,878-707,171
15391,340-65,275
15392,469-244,225
15393,195-935,-740
15394,546-426,120
15395,631-550,81
15396,190-98,92
15397,404-391,13
15398,291-279,12
15399,843-977,-134
15400,388-751,-363
15401,29-769,-740
15402,137-716,-579
15403,755-141,614
15404,330-604,-274
15405,74-373,-299
15406,445-899,-454
15407,792-756,36
15408,489-750,-261
15409,368-456,-88
15410,134-536,-402
15411,886-160,726
15412,451-945,-494
15413,366-679,-313
15414,207-611,-404
15415,409-171,238
15416,929-825,104
15417,896-682,214
15418,629-73,556
15419,584-736,-152
15420,704-371,333
15421,44-268,-224
15422,27-524,-497
15423,618-22,596
15424,368-801,-433
15425,270-640,-370
15426,650-398,252
15427,568-823,-255
15428,456-64,392
15429,957-709,248
15430,428-823,-395
15431,275-391,-116
15432,809-395,414
15433,495-482,13
15434,772-270,502
15435,136-763,-627
15436,375-494,-119
15437,475-703,-228
15438,972-881,91
15439,130-366,-236
15440,606-765,-159
15441,499-395,104
15442,154-536,-382
15443,481-891,-410
15444,84-629,-545
15445,737-607,130
15446,23-153,-130
15447,653-887,-234
15448,545-890,-345
15449,811-669,142
15450,661-988,-327
15451,980-732,248
15452,562-458,104
15453,671-672,-1
15454,200-92,108
15455,510-487,23
15456,160-897,-737
15457,868-136,732
15458,82-501,-419
15459,733-422,311
15460,168-203,-35
15461,42-906,-864
15462,351-809,-458
15463,322-25,297
15464,398-483,-85
15465,795-144,651
15466,110-486,-376
15467,803-457,346
15468,263-917,-654
15469,918-800,118
15470,880-602,278
15471,52-512,-460
15472,160-49,111
15473,238-381,-143
15474,247-201,46
15475,813-450,363
15476,393-40,353
15477,212-584,-372
15478,660-537,123
15479,249-613,-364
15480,50-329,-279
15481,866-685,181
15482,603-890,-287
15483,203-898,-695
15484,42-311,-269
15485,577-893,-316
15486,669-21,648
15487,86-479,-393
15488,952-622,330
15489,123-453,-330
15490,697-738,-41
15491,679-776,-97
15492,704-611,93
15493,116-783,-667
15494,683-681,2
15495,970-769,201
15496,191-409,-218
15497,364-519,-155
15498,159-627,-468
15499,896-66,830
15500,712-782,-70
15501,653-86,567
15502,596-722,-126
15503,334-652,-318
15504,159-987,-828
15505,313-398,-85
15506,520-633,-113
15507,688-706,-18
15508,846-834,12
15509,14-991,-977
15510,733-959,-226
15511,260-769,-509
15512,632-118,514
15513,920-861,59
15514,627-872,-245
15515,589-958,-369
15516,320-783,-463
15517,849-889,-40
15518,20-465,-445
15519,828-823,5
15520,432-583,-151
15521,900-348,552
15522,168-372,-204
15523,594-888,-294
15524,817-364,453
15525,648-479,169
15526,921-691,230
15527,0-934,-934
15528,648-235,413
15529,167-506,-339
15530,756-241,515
15531,999-887,112
15532,956-163,793
15533,408-96,312
15534,114-126,-12
15535,982-843,139
15536,371-72,299
15537,496-88,408
15538,939-706,233
15539,149-220,-71
15540,408-291,117
15541,982-472,510
15542,150-880,-730
15543,231-344,-113
15544,594-93,501
15545,50-449,-399
15546,512-368,144
15547,961-855,106
15548,983-527,456
15549,793-170,623
15550,16-265,-249
15551,765-382,383
15552,77-80,-3
15553,616-58,558
15554,864-344,520
15555,430-408,22
15556,483-671,-188
15557,17-507,-490
15558,135-41,94
15559,772-593,179
15560,852-550,302
15561,862-508,354
15562,843-580,263
15563,591-698,-107
15564,455-62,393
15565,563-452,111
15566,98-804,-706
15567,518-772,-254
15568,789-680,109
15569,835-27,808
15570,603-205,398
15571,288-874,-586
15572,197-703,-506
15573,711-17,694
15574,322-629,-307
15575,329-534,-205
15576,345-442,-97
15577,234-951,-717
15578,816-772,44
15579,103-34,69
15580,541-466,75
15581,279-292,-13
15582,196-456,-260
15583,703-489,214
15584,758-190,568
15585,120-60,60
15586,797-591,206
15587,371-541,-170
15588,253-661,-408
15589,826-346,480
15590,740-178,562
15591,873-342,531
15592,468-952,-484
15593,721-265,456
15594,504-294,210
15595,950-87,863
15596,164-809,-645
15597,154-112,42
15598,187-521,-334
15599,660-829,-169
15600,383-253,130
15601,274-678,-404
15602,100-133,-33
15603,219-844,-625
15604,569-227,342
15605,386-592,-206
15606,74-302,-228
15607,838-820,18
15608,250-27,223
15609,615-509,106
15610,977-656,321
15611,982-778,204
15612,278-173,105
15613,332-185,147
15614,940-455,485
15615,281-764,-483
15616,13-389,-376
15617,390-105,285
15618,768-335,433
15619,264-295,-31
15620,746-268,478
15621,70-692,-622
15622,874-551,323
15623,162-784,-622
15624,508-321,187
15625,233-506,-273
15626,687-701,-14
15627,187-50,137
15628,82-658,-576
15629,356-743,-387
15630,187-301,-114
15631,422-46,376
15632,552-44,508
15633,523-968,-445
15634,816-325,491
15635,29-492,-463
15636,692-26,666
15637,799-108,691
15638,526-444,82
15639,816-502,314
15640,566-271,295
15641,606-398,208
15642,565-36,529
15643,876-713,163
15644,262-430,-168
15645,202-386,-184
15646,10-224,-214
15647,536-851,-315
15648,510-63,447
15649,58-314,-256
15650,556-926,-370
15651,226-638,-412
15652,652-108,544
15653,642-193,449
15654,797-876,-79
15655,960-215,745
15656,52-803,-751
15657,365-126,239
15658,228-237,-9
15659,620-708,-88
15660,533-612,-79
15661,861-521,340
15662,127-782,-655
15663,8-105,-97
15664,709-148,561
15665,770-615,155
15666,253-804,-551
15667,448-109,339
15668,795-182,613
15669,465-579,-114
15670,762-948,-186
15671,279-726,-447
15672,44-970,-926
15673,571-793,-222
15674,200-609,-409
15675,173-191,-18
15676,437-650,-213
15677,117-635,-518
15678,278-61,217
15679,15-315,-300
15680,992-2,990
15681,171-68,103
15682,866-833,33
15683,567-279,288
15684,546-765,-219
15685,583-482,101
15686,758-610,148
15687,496-514,-18
15688,246-970,-724
15689,367-279,88
15690,471-492,-21
15691,284-375,-91
15692,243-847,-604
15693,381-667,-286
15694,365-376,-11
15695,604-138,466
15696,353-195,158
15697,39-945,-906
15698,661-347,314
15699,470-162,308
15700,388-934,-546
15701,882-157,725
15702,258-489,-231
15703,757-40,717
15704,944-41,903
15705,490-431,59
15706,356-875,-519
15707,34-785,-751
15708,315-846,-531
15709,975-433,542
15710,818-187,631
15711,124-881,-757
15712,749-718,31
15713,419-511,-92
15714,60-115,-55
15715,947-630,317
15716,580-30,550
15717,735-79,656
15718,956-651,305
15719,500-740,-240
15720,282-620,-338
15721,425-560,-135
15722,129-996,-867
15723,178-603,-425
15724,209-871,-662
15725,945-731,214
15726,122-942,-820
15727,201-685,-484
15728,230-493,-263
15729,454-289,165
15730,736-924,-188
15731,535-54,481
15732,650-846,-196
15733,102-882,-780
15734,88-344,-256
15735,251-143,108
15736,246-914,-668
15737,217-938,-721
15738,820-302,518
15739,545-111,434
15740,843-468,375
15741,603-32,571
15742,806-715,91
15743,25-103,-78
15744,458-627,-169
15745,892-482,410
15746,489-894,-405
15747,67-765,-698
15748,505-750,-245
15749,10-545,-535
15750,688-534,154
15751,637-805,-168
15752,103-738,-635
15753,693-357,336
15754,920-341,579
15755,937-299,638
15756,274-529,-255
15757,109-237,-128
15758,879-679,200
15759,809-358,451
15760,592-844,-252
15761,693-355,338
15762,61-28,33
15763,982-54,928
15764,761-277,484
15765,835-464,371
15766,342-554,-212
15767,913-160,753
15768,975-450,525
15769,543-311,232
15770,527-451,76
15771,755-544,211
15772,439-926,-487
15773,365-891,-526
15774,635-324,311
15775,0-282,-282
15776,319-145,174
15777,602-775,-173
15778,767-930,-163
15779,12-718,-706
15780,93-91,2
15781,285-532,-247
15782,346-842,-496
15783,125-824,-699
15784,139-229,-90
15785,388-841,-453
15786,280-284,-4
15787,378-889,-511
15788,696-917,-221
15789,32-730,-698
15790,253-748,-495
15791,563-628,-65
15792,793-395,398
15793,809-561,248
15794,515-472,43
15795,364-774,-410
15796,477-684,-207
15797,427-698,-271
15798,627-152,475
15799,971-576,395
15800,874-937,-63
15801,17-642,-625
15802,432-381,51
15803,130-433,-303
15804,149-758,-609
15805,219-275,-56
15806,994-50,944
15807,579-108,471
15808,788-645,143
15809,522-987,-465
15810,936-586,350
15811,401-148,253
15812,281-26,255
15813,942-7,935
15814,480-658,-178
15815,549-343,206
15816,494-47,447
15817,900-224,676
15818,862-603,259
15819,78-12,66
15820,742-34,708
15821,751-57,694
15822,601-357,244
15823,719-494,225
15824,258-466,-208
15825,960-226,734
15826,142-832,-690
15827,38-669,-631
15828,783-508,275
15829,795-260,535
15830,663-740,-77
15831,689-224,465
15832,448-611,-163
15833,547-260,287
15834,911-832,79
15835,687-570,117
15836,244-358,-114
15837,876-776,100
15838,444-661,-217
15839,46-638,-592
15840,402-362,40
15841,183-937,-754
15842,856-728,128
15843,175-452,-277
15844,97-909,-812
15845,726-349,377
15846,270-370,-100
15847,4-317,-313
15848,898-899,-1
15849,477-284,193
15850,4-431,-427
15851,975-364,611
15852,934-800,134
15853,690-783,-93
15854,172-322,-150
15855,763-71,692
15856,57-565,-508
15857,897-70,827
15858,285-480,-195
15859,713-206,507
15860,182-510,-328
15861,299-662,-363
15862,896-181,715
15863,811-354,457
15864,49-979,-930
15865,561-310,251
15866,364-956,-592
15867,400-989,-589
15868,698-639,59
15869,762-255,507
15870,861-884,-23
15871,86-316,-230
15872,145-948,-803
15873,489-232,257
15874,72-739,-667
15875,305-450,-145
15876,269-241,28
15877,118-807,-689
15878,950-442,508
15879,654-717,-63
15880,742-278,464
15881,673-863,-190
15882,459-759,-300
15883,585-762,-177
15884,955-554,401
15885,788-410,378
15886,250-315,-65
15887,145-50,95
15888,99-760,-661
15889,642-965,-323
15890,891-285,606
15891,65-274,-209
15892,538-349,189
15893,214-289,-75
15894,289-766,-477
15895,110-203,-93
15896,360-982,-622
15897,434-812,-378
15898,352-487,-135
15899,885-428,457
15900,610-324,286
15901,816-836,-20
15902,161-22,139
15903,172-114,58
15904,703-152,551
15905,713-336,377
15906,925-627,298
15907,449-891,-442
15908,914-727,187
15909,131-930,-799
15910,441-463,-22
15911,454-315,139
15912,887-724,163
15913,660-722,-62
15914,265-546,-281
15915,71-862,-791
15916,663-266,397
15917,536-866,-330
15918,493-928,-435
15919,739-75,664
15920,13-670,-657
15921,446-765,-319
15922,395-404,-9
15923,993-140,853
15924,342-878,-536
15925,765-503,262
15926,137-349,-212
15927,64-298,-234
15928,872-73,799
15929,133-894,-761
15930,997-732,265
15931,72-975,-903
15932,27-669,-642
15933,330-793,-463
15934,129-1,128
15935,969-79,890
15936,837-955,-118
15937,470-138,332
15938,604-420,184
15939,963-941,22
15940,15-293,-278
15941,636-340,296
15942,535-30,505
15943,814-489,325
15944,787-172,615
15945,915-314,601
15946,634-793,-159
15947,759-765,-6
15948,957-588,369
15949,436-276,160
15950,387-965,-578
15951,572-138,434
15952,459-308,151
15953,388-791,-403
15954,893-628,265
15955,689-781,-92
15956,305-75,230
15957,726-535,191
15958,956-276,680
15959,644-281,363
15960,552-970,-418
15961,480-657,-177
15962,611-960,-349
15963,175-665,-490
15964,703-453,250
15965,381-109,272
15966,378-208,170
15967,617-221,396
15968,885-175,710
15969,77-945,-868
15970,270-587,-317
15971,615-449,166
15972,164-966,-802
15973,367-573,-206
15974,645-174,471
15975,603-725,-122
15976,245-586,-341
15977,35-968,-933
15978,135-342,-207
15979,846-629,217
15980,673-739,-66
15981,865-727,138
15982,839-734,105
15983,928-273,655
15984,137-398,-261
15985,71-957,-886
15986,93-345,-252
15987,804-68,736
15988,870-218,652
15989,546-630,-84
15990,456-728,-272
15991,6-418,-412
15992,123-8,115
15993,936-525,411
15994,897-18,879
15995,647-15,632
15996,153-763,-610
15997,100-600,-500
15998,700-53,647
15999,824-606,218
16000,187-298,-111
16001,43-65,-22
16002,319-447,-128
16003,163-799,-636
16004,700-859,-159
16005,293-750,-457
16006,773-135,638
16007,120-94,26
16008,45-151,-106
16009,710-24,686
16010,571-889,-318
16011,638-124,514
16012,542-564,-22
16013,356-699,-343
16014,834-587,247
16015,840-131,709
16016,847-25,822
16017,983-794,189
16018,954-509,445
16019,478-432,46
16020,776-578,198
16021,86-652,-566
16022,116-679,-563
16023,306-787,-481
16024,868-557,311
16025,716-2,714
16026,517-0,517
16027,914-785,129
16028,833-319,514
16029,608-196,412
16030,170-570,-400
16031,293-963,-670
16032,191-450,-259
16033,528-916,-388
16034,778-872,-94
16035,235-397,-162
16036,958-138,820
16037,476-749,-273
16038,20-950,-930
16039,348-51,297
16040,614-538,76
16041,649-288,361
16042,40-560,-520
16043,495-554,-59
16044,780-807,-27
16045,680-683,-3
16046,36-803,-767
16047,916-109,807
16048,989-928,61
16049,98-599,-501
16050,584-155,429
16051,628-990,-362
16052,438-254,184
16053,831-451,380
16054,169-850,-681
16055,499-285,214
16056,36-73,-37
16057,126-76,50
16058,288-680,-392
16059,596-256,340
16060,935-182,753
16061,409-744,-335
16062,311-848,-537
16063,958-582,376
16064,150-369,-219
16065,300-883,-583
16066,767-918,-151
16067,286-488,-202
16068,287-851,-564
16069,815-909,-94
16070,81-948,-867
16071,258-80,178
16072,223-689,-466
16073,576-583,-7
16074,978-256,722
16075,278-118,160
16076,465-38,427
16077,731-258,473
16078,919-790,129
16079,586-307,279
16080,377-517,-140
16081,703-643,60
16082,107-95,12
16083,282-649,-367
16084,443-291,152
16085,58-986,-928
16086,313-327,-14
16087,232-293,-61
16088,380-553,-173
16089,905-987,-82
16090,322-831,-509
16091,323-715,-392
16092,687-140,547
16093,78-726,-648
16094,527-864,-337
16095,106-746,-640
16096,10-584,-574
16097,555-173,382
16098,537-890,-353
16099,172-361,-189
16100,27-340,-313
16101,275-105,170
16102,475-197,278
16103,407-712,-305
16104,473-564,-91
16105,388-617,-229
16106,67-404,-337
16107,629-489,140
16108,550-939,-389
16109,228-840,-612
16110,809-323,486
16111,353-506,-153
16112,293-239,54
16113,501-884,-383
16114,394-109,285
16115,299-319,-20
16116,670-152,518
16117,417-422,-5
16118,130-748,-618
16119,553-915,-362
16120,204-395,-191
16121,822-607,215
16122,432-594,-162
16123,412-98,314
16124,981-869,112
16125,381-703,-322
16126,513-452,61
16127,66-225,-159
16128,398-30,368
16129,16-991,-975
16130,696-149,547
16131,710-348,362
16132,958-833,125
16133,89-556,-467
16134,204-598,-394
16135,186-594,-408
16136,363-603,-240
16137,521-531,-10
16138,174-134,40
16139,662-518,144
16140,848-615,233
16141,329-709,-380
16142,184-555,-371
16143,609-973,-364
16144,705-298,407
16145,961-595,366
16146,711-499,212
16147,304-844,-540
16148,15-59,-44
16149,258-446,-188
16150,441-756,-315
16151,514-139,375
16152,479-146,333
16153,218-661,-443
16154,722-542,180
16155,905-878,27
16156,616-639,-23
16157,963-436,527
16158,347-564,-217
16159,250-773,-523
16160,673-463,210
16161,331-701,-370
16162,636-58,578
16163,107-459,-352
16164,222-463,-241
16165,892-385,507
16166,265-401,-136
16167,567-282,285
16168,806-450,356
16169,757-239,518
16170,216-561,-345
16171,155-504,-349
16172,965-279,686
16173,221-110,111
16174,576-496,80
16175,358-748,-390
16176,602-580,22
16177,187-615,-428
16178,84-985,-901
16179,657-267,390
16180,511-109,402
16181,25-379,-354
16182,173-144,29
16183,799-296,503
16184,12-261,-249
16185,88-45,43
16186,314-204,110
16187,909-245,664
16188,195-401,-206
16189,258-292,-34
16190,728-616,112
16191,98-456,-358
16192,992-664,328
16193,682-371,311
16194,549-991,-442
16195,891-370,521
16196,205-458,-253
16197,889-317,572
16198,838-320,518
16199,40-110,-70
16200,105-188,-83
16201,874-701,173
16202,681-551,130
16203,910-133,777
16204,657-226,431
16205,795-484,311
16206,713-21,692
16207,99-444,-345
16208,436-126,310
16209,449-244,205
16210,775-200,575
16211,531-690,-159
16212,336-669,-333
16213,577-811,-234
16214,211-433,-222
16215,635-215,420
16216,850-782,68
16217,137-879,-742
16218,958-891,67
16219,445-919,-474
16220,735-629,106
16221,670-259,411
16222,950-951,-1
16223,551-127,424
16224,876-191,685
16225,953-602,351
16226,911-770,141
16227,660-8,652
16228,571-587,-16
16229,885-68,817
16230,526-751,-225
16231,912-594,318
16232,456-391,65
